pianist_id,segment_id,annotator_id,arousal,valence,gems_wonder,gems_transcendence,gems_tenderness,gems_nostalgia,gems_peacefulness,gems_power,gems_joyful_activation,gems_tension,gems_sadness,gemmes_flow,gemmes_movement,gemmes_force,gemmes_interior,gemmes_wandering,label
1.0,3.0,187.0,4.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,angry
1.0,3.0,172.0,2.0,-1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,sad
1.0,3.0,94.0,3.0,-1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,angry
1.0,3.0,31.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,happy
1.0,4.0,91.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,angry
1.0,4.0,19.0,3.0,1.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,happy
1.0,4.0,189.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,happy
1.0,4.0,126.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,angry
1.0,4.0,26.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,angry
1.0,4.0,8.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,happy
1.0,4.0,161.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,happy
1.0,4.0,181.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,sad
1.0,4.0,53.0,4.0,-1.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,angry
1.0,4.0,119.0,2.0,-1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,sad
1.0,4.0,105.0,2.0,-2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,4.0,sad
1.0,5.0,82.0,2.0,0.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,sad
1.0,5.0,173.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,relaxed
1.0,5.0,62.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,happy
1.0,5.0,61.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,happy
1.0,5.0,187.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,happy
1.0,5.0,172.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,5.0,4.0,2.0,3.0,5.0,happy
1.0,5.0,94.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,5.0,3.0,happy
1.0,5.0,31.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,relaxed
1.0,6.0,91.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,happy
1.0,6.0,19.0,3.0,-2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,4.0,2.0,angry
1.0,6.0,189.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,relaxed
1.0,6.0,126.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,happy
1.0,6.0,26.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,happy
1.0,6.0,8.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,relaxed
1.0,6.0,161.0,3.0,0.0,5.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,angry
1.0,6.0,181.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,happy
1.0,6.0,53.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,5.0,happy
1.0,6.0,119.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,sad
1.0,6.0,105.0,2.0,0.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,sad
1.0,7.0,82.0,3.0,-1.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,1.0,angry
1.0,7.0,173.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,sad
1.0,7.0,62.0,4.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,happy
1.0,7.0,61.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,sad
1.0,7.0,187.0,4.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,angry
1.0,7.0,172.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,happy
1.0,7.0,94.0,3.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,angry
1.0,7.0,31.0,2.0,-1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,sad
1.0,8.0,91.0,4.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,angry
1.0,8.0,19.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0,happy
1.0,8.0,189.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,happy
1.0,8.0,126.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,relaxed
1.0,8.0,26.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,happy
1.0,8.0,8.0,4.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,angry
1.0,8.0,161.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,relaxed
1.0,8.0,181.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,sad
1.0,8.0,53.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,1.0,sad
1.0,8.0,119.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,relaxed
1.0,8.0,105.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,1.0,1.0,happy
1.0,9.0,82.0,2.0,-1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,sad
1.0,9.0,173.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,relaxed
1.0,9.0,62.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,4.0,happy
1.0,9.0,61.0,2.0,-1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,sad
1.0,9.0,187.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,relaxed
1.0,9.0,172.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,happy
1.0,9.0,94.0,2.0,0.0,4.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,sad
1.0,9.0,31.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,relaxed
1.0,10.0,91.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,relaxed
1.0,10.0,19.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,angry
1.0,10.0,189.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,4.0,relaxed
1.0,10.0,126.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,happy
1.0,10.0,26.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,happy
1.0,10.0,8.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,relaxed
1.0,10.0,161.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,happy
1.0,10.0,181.0,3.0,-1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,angry
1.0,10.0,53.0,4.0,1.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,happy
1.0,10.0,119.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,sad
1.0,10.0,105.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,happy
1.0,11.0,82.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,happy
1.0,11.0,173.0,2.0,-1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,sad
1.0,11.0,62.0,2.0,-1.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,sad
1.0,11.0,61.0,4.0,-2.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,3.0,4.0,angry
1.0,11.0,187.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,happy
1.0,11.0,172.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,happy
1.0,11.0,94.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,happy
1.0,11.0,31.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,sad
1.0,12.0,91.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,angry
1.0,12.0,19.0,4.0,0.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,angry
1.0,12.0,189.0,3.0,-1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,angry
1.0,12.0,126.0,3.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,1.0,angry
1.0,12.0,26.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,happy
1.0,12.0,8.0,4.0,-1.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,angry
1.0,12.0,161.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,angry
1.0,12.0,181.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,sad
1.0,12.0,53.0,4.0,0.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,angry
1.0,12.0,119.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,sad
1.0,12.0,105.0,3.0,-1.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,angry
1.0,13.0,82.0,3.0,-1.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,angry
1.0,13.0,173.0,2.0,-2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,sad
1.0,13.0,62.0,4.0,-1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,angry
1.0,13.0,61.0,2.0,-1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,sad
1.0,13.0,187.0,4.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,angry
1.0,13.0,172.0,4.0,-1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,angry
1.0,13.0,94.0,3.0,-1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,angry
1.0,13.0,31.0,3.0,-1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,angry
1.0,14.0,91.0,4.0,-1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,5.0,3.0,1.0,angry
1.0,14.0,19.0,5.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,2.0,1.0,happy
1.0,14.0,189.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,angry
1.0,14.0,126.0,5.0,-2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,angry
1.0,14.0,26.0,4.0,0.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,angry
1.0,14.0,8.0,5.0,-1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,2.0,4.0,angry
1.0,14.0,161.0,5.0,-1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,angry
1.0,14.0,181.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,sad
1.0,14.0,53.0,3.0,-1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,1.0,angry
1.0,14.0,119.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,sad
1.0,14.0,105.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,angry
1.0,15.0,82.0,2.0,-1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,sad
1.0,15.0,173.0,3.0,-1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,angry
1.0,15.0,62.0,4.0,0.0,5.0,2.0,2.0,4.0,1.0,2.0,1.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,angry
1.0,15.0,61.0,3.0,-1.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,angry
1.0,15.0,187.0,4.0,-1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,angry
1.0,15.0,172.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,sad
1.0,15.0,94.0,4.0,-1.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,angry
1.0,15.0,31.0,2.0,-1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,sad
1.0,16.0,91.0,3.0,-2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,angry
1.0,16.0,19.0,2.0,-1.0,3.0,4.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,sad
1.0,16.0,189.0,3.0,-2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,angry
1.0,16.0,126.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,happy
1.0,16.0,26.0,4.0,0.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,angry
1.0,16.0,8.0,2.0,-1.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,5.0,2.0,sad
1.0,16.0,161.0,2.0,0.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,sad
1.0,16.0,181.0,3.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,angry
1.0,16.0,53.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,angry
1.0,16.0,119.0,2.0,-1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,sad
1.0,16.0,105.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,relaxed
1.0,17.0,82.0,4.0,-2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,4.0,2.0,1.0,angry
1.0,17.0,173.0,3.0,-1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,angry
1.0,17.0,62.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0,angry
1.0,17.0,61.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,happy
1.0,17.0,187.0,4.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,1.0,4.0,3.0,3.0,2.0,angry
1.0,17.0,172.0,4.0,-2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,angry
1.0,17.0,94.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,1.0,angry
1.0,17.0,31.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,angry
1.0,18.0,91.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,angry
